objectid,subject,format,filename,date,title,NTEEC,NAICS,legal_title,ADSTREET,PHSTREET,adcity,ADSTATE,ADZIP,ADZIP5,PHCITY,PHSTATE,PHZIP,PHZIP5,PHONE,WEBURL,TAXPER15,INCOMECD15,INCOME15,REVENUE15,longitude,latitude,AAMREG,LOCALE4,GSTREET,GCITY,GSTATE,GZIP5,
8404801012,History Museums,image/jpg,demo_001.jpg,1960,CENTRAL TEXAS AREA MUSEUM,A54,712110,CENTRAL TEXAS AREA MUSEUM INC,423 SOUTH MAIN STREET,423 SOUTH MAIN STREET,SALADO,TX,76571-0036,76571,SALADO,TX,76571-0036,76571,2549475232,HTTP://WWW.SALADOSCOTTISHFESTIVAL.COM/,201406,4,101987,66317,-97.58636,30.92129,5,4,423 SOUTH MAIN STREET,SALADO,TX,76571,
8404800324,General Museums,image/jpg,demo_001.jpg,1981,CENTRAL TEXAS MUSEUM-AUTOMTV,A50,712110,CENTRAL TEXAS MUSEUM OF AUTOMOTIVE HISTORY,HIGHWAY 304,,SMITHVILLE,TX,78957,78957,,,,,5122372635,HTTP://CTMAH.ORG/,201312,5,531160,,-97.96435,29.86381,5,1,120 STAGECOACH TRL,SAN MARCOS,TX,78666,
8404801240,General Museums,image/jpg,demo_001.jpg,,CENTRO ALAMEDA,A23,,CENTRO ALAMEDA INC,101 S SANTA ROSA AVE,,SAN ANTONIO,TX,78207-4509,78207,,,,,2102994300,,,,,,-98.50251,29.42142,5,1,101 S SANTA ROSA AVE,SAN ANTONIO,TX,78207,
8404802072,Historical Societies,image/jpg,demo_001.jpg,,CHAMIZAL NATIONAL MEMORIAL,,,CHAMIZAL NATIONAL MEMORIAL,800 SOUTH SAN MARCIAL STREET,,EL PASO,TX,79905,79905,,,,,9155327240,,,,,,-106.45815,31.76797,5,1,800 SOUTH SAN MARCIAL STREET,EL PASO,TX,79905,NPS
8404800744,Historical Societies,image/jpg,demo_001.jpg,2013,CHANDLER HISTORICAL SOCIETY,A54,,CHANDLER HISTORICAL SOCIETY,PO BOX 63,,CHANDLER,TX,75758-0063,75758,,,,,,,201312,2,15701,12414,-95.49828,32.24152,5,4,PO BOX 63,CHANDLER,TX,75758,
8404800561,Historical Societies,image/jpg,demo_001.jpg,1971,CHAPPELL HILL HISTORICAL SOCIETY,A82,,CHAPPELL HILL HISTORICAL SOCIETY,9220 POPLAR ST,,CHAPPELL HILL,TX,77426-6312,77426,,,,,9798366033,HTTP://WWW.CHAPPELLHILLMUSEUM.ORG,201312,4,220895,129934,-96.25286,30.14081,5,4,9220 POPLAR ST,CHAPPELL HIL,TX,77426,
8404800287,General Museums,image/jpg,demo_001.jpg,,CHARLES S COCK HOUSE MUSEUM,,,CHARLES S COCK HOUSE MUSEUM,400 W HOPKINS ST,,SAN MARCOS,TX,78666,78666,,,,,5123924295,,,,,,-97.94589,29.88283,5,1,400 W HOPKINS ST,SAN MARCOS,TX,78666,
8404801773,Historical Societies,image/jpg,demo_001.jpg,2000,CHAUTAUQUA PRESERVATION SOCIETY,B99,,CHAUTAUQUA PRESERVATION SOCIETY,PO BOX 126,,WAXAHACHIE,TX,75168-0126,75168,,,,,,,201312,0,0,0,-96.84847,32.38387,5,2,PO BOX 126,WAXAHACHIE,TX,75168,
8404801268,General Museums,image/jpg,demo_001.jpg,,CHESEQUAH,,,CHESEQUAH INC,502 N ANN ST,,BRACKETTVILLE,TX,78832,78832,,,,,8305632560,,,,,,-100.42389,29.28695,5,4,502 N ANN ST,BRACKETTVILLE,TX,78832,
8404801511,General Museums,image/jpg,demo_001.jpg,1976,CHILDRESS COUNTY HERITAGE MUSEUM,A54,712110,CHILDRESS COUNTY HERITAGE MUSEUM,210 3RD ST NW,,CHILDRESS,TX,79201,79201,,,,,9409372261,HTTP://WWW.CHILDRESSMUSEUM.COM,201312,0,0,0,-100.20839,34.42343,5,3,210 3RD ST NW,CHILDRESS,TX,79201,
8404801580,Historical Societies,image/jpg,demo_001.jpg,1987,CHIRENO HISTORICAL SOCIETY,,,CHIRENO HISTORICAL SOCIETY,PO BOX 304,,CHIRENO,TX,75937,75937,,,,,,,201412,0,0,0,-94.36239,31.48618,5,4,PO BOX 304,CHIRENO,TX,75937,
8404801332,History Museums,image/jpg,demo_001.jpg,2001,CHISHOLM TRAIL HERITAGE MUSEUM,A54,712110,CHISHOLM TRAIL HERITAGE MUSEUM INC,307 N ESPLANADE ST,,CUERO,TX,77954-0866,77954,,,,,3612772866,HTTP://WWW.CHISHOLMTRAILMUSEUM.ORG/,201312,5,920333,915033,-97.29075,29.09213,5,3,307 N ESPLANADE ST,CUERO,TX,77954,
8404801756,Historical Societies,image/jpg,demo_001.jpg,2004,CHISOLM TRAIL ANTIQUE FARM MICHAEL KLINE,A80,713990,CHISOLM TRAIL ANTIQUE FARM EQUIPMENT CLUB,PO BOX 1367,,BOYD,TX,76023-1367,76023,,,,,8178466856,,201501,0,0,0,-97.58484,33.05336,5,4,PO BOX 1367,BOYD,TX,76023,
8404800348,General Museums,image/jpg,demo_001.jpg,,CHRISTIAN ARTS MUSEUM,,,CHRISTIAN ARTS MUSEUM,3221 HAMILTON AVE,,FORT WORTH,TX,76107,76107,,,,,8173327878,,,,,,-97.36326,32.75469,5,1,3221 HAMILTON AVE,FORT WORTH,TX,76107,
8404801994,History Museums,image/jpg,demo_001.jpg,2010,CIBOLO VALLEY COMMUNITY MUSEUM ASSOCIATION,A54,712110,CIBOLO VALLEY COMMUNITY MUSEUM ASSOCIATION,4301 MONUMENT PASS,,SCHERTZ,TX,78154-3062,78154,,,,,2106510394,,201409,0,0,0,-98.27873,29.58979,5,2,4301 MONUMENT PASS,SCHERTZ,TX,78154,
8404801626,General Museums,image/jpg,demo_001.jpg,1991,CITY-COUNTY HERITAGE MUSEUM,A50,712110,CITY-COUNTY HERITAGE MUSEUM,122 9TH STREET,122 9TH STREET,PADUCAH,TX,79248-0136,79248,PADUCAH,TX,79248-0136,79248,8064922143,,201409,0,0,0,-100.30564,34.01001,5,4,122 9TH STREET,PADUCAH,TX,79248,
8404801933,General Museums,image/jpg,demo_001.jpg,,CIVIL WAR MUSEUM-OUTPOST 11,A50,,CIVIL WAR MUSEUM-OUTPOST 11,200-6 NOBLE,,SPRING,TX,77373-8303,77373,,,,,,HTTP://WWW.MUSEUMSUSA.ORG/MUSEUMS/INFO/15877,,,,,-95.41917,30.08041,5,2,200-6 NOBLE,SPRING,TX,77373,
8404800518,Historical Societies,image/jpg,demo_001.jpg,2007,CLAN EGAN ASSOCIATION,A80,710000,CLAN EGAN ASSOCIATION,4405 MCFARLIN BOULEVARD,,DALLAS,TX,75205-1630,75205,,,,,,HTTP://WWW.CLANEGAN.ORG/,201312,0,0,0,-96.81072,32.84421,5,2,4405 MCFARLIN BLVD,DALLAS,TX,75205,
8404800967,Historical Societies,image/jpg,demo_001.jpg,2012,CLAN SCOTT SOCIETY,A80,710000,CLAN SCOTT SOCIETY INC,PO BOX 13021,,AUSTIN,TX,78711-3021,78711,,,,,,HTTP://WWW.CLANSCOTTSOCIETY.ORG/,201412,0,0,0,-97.73798,30.27802,5,1,PO BOX 13021,AUSTIN,TX,78711,
8404800316,General Museums,image/jpg,demo_001.jpg,,CLARA SLOUGH MUSEUM,,,CLARA SLOUGH MUSEUM,4552 FM 198 W,,COOPER,TX,75432,75432,,,,,9033950539,HTTP://WWW.FOWLERCOLORADO.COM,,,,,-95.65883,33.43338,5,4,4552 FM 198 W,COOPER,TX,75432,
8404800284,General Museums,image/jpg,demo_001.jpg,,CLAY COUNTY 1890 JAIL MUSEUM,,,CLAY COUNTY 1890 JAIL MUSEUM,116 N GRAHAM ST,,HENRIETTA,TX,76365,76365,,,,,9405385655,,,,,,-98.19726,33.81573,5,3,116 N GRAHAM ST,HENRIETTA,TX,76365,
8404801512,Historical Societies,image/jpg,demo_001.jpg,1981,CLAY COUNTY HISTORICAL SOCIETY,A80,,CLAY COUNTY HISTORICAL SOCIETY INC,116 NORTH GRAHAM,116 NORTH GRAHAM,HENRIETTA,TX,76365,76365,HENRIETTA,TX,76365,76365,,,201409,0,0,0,-98.19726,33.81573,5,3,116 NORTH GRAHAM,HENRIETTA,TX,76365,
8404800718,General Museums,image/jpg,demo_001.jpg,2010,CLEAR LAKE MASONIC LIBRARY & MUSEUM FOUNDATION,A50,712110,CLEAR LAKE MASONIC LIBRARY & MUSEUM FOUNDATION,PO BOX 513,,SEABROOK,TX,77586-0513,77586,,,,,,,201412,0,0,0,-95.02391,29.5627,5,2,PO BOX 513,SEABROOK,TX,77586,
8404800835,Historical Societies,image/jpg,demo_001.jpg,,CLEVELAND HISTORICAL SOCIETY,,,CLEVELAND HISTORICAL SOCIETY,202 S ROOSEVELT AVE,,CLEVELAND,TX,77327-7732,77327,,,,,,,,,,,-95.08508,30.33937,5,3,202 S ROOSEVELT AVE,CLEVELAND,TX,77327,
8404801918,General Museums,image/jpg,demo_001.jpg,1992,CLIFTON STEAMBOAT MUSEUM,,712110,CLIFTON STEAMBOAT MUSEUM INC,8727 HIGHWAY 124,8727 HIGHWAY 124,BEAUMONT,TX,77720-0115,77720,BEAUMONT,TX,77720-0115,77720,4098423162,,201312,1,9649,,-94.1576,30.01687,5,1,8727 HIGHWAY 124,BEAUMONT,TX,77720,
8404800286,General Museums,image/jpg,demo_001.jpg,,COCHRAN COUNTY MUSEUM,,,COCHRAN COUNTY MUSEUM,118 SW 1ST ST,,MORTON,TX,79346,79346,,,,,8062660638,HTTP://WWW.CO.COCHRAN.TX.US,,,,,-102.76048,33.7243,5,4,118 SW 1ST ST,MORTON,TX,79346,
8404800325,General Museums,image/jpg,demo_001.jpg,,COCKROACH HALL OF FAME MUSEUM,,,COCKROACH HALL OF FAME MUSEUM,2231 W 15TH ST,,PLANO,TX,75075,75075,,,,,9725190355,HTTP://WWW.PESTSHOP.COM/#COCKROACH,,,,,-96.73433,33.0196,5,1,2231 W 15TH ST,PLANO,TX,75075,
8404800440,General Museums,image/jpg,demo_001.jpg,,COL NORRIS H TUCK HARDGRAVE MEMORIAL MUSEUM,A50,,COL NORRIS H TUCK HARDGRAVE MEMORIAL MUSEUM,317 W 1ST AVE,,CORSICANA,TX,75110,75110,,,,,,,,,,,-96.46981,32.09647,5,3,317 W 1ST AVE,CORSICANA,TX,75110,
8404800279,General Museums,image/jpg,demo_001.jpg,,COL. JOSE ANTONIO ZAPATA MUSEUM,,,COL. JOSE ANTONIO ZAPATA MUSEUM,HWY 83 AT 6TH AVE,,ZAPATA,TX,78076,78076,,,,,,,,,,,-99.2638,26.89859,5,3,HWY 83 AT 6TH AVE,ZAPATA,TX,78076,
8404800471,History Museums,image/jpg,demo_001.jpg,2011,COLD WAR AIR MUSEUM,A54,712110,COLD WAR AIR MUSEUM,7750 N MACARTHUR BLVD 120-290,,IRVING,TX,75063-7514,75063,,,,,9722189700,HTTP://WWW.CWAM.ORG/WIKI/INDEX.PHP?TITLE=COLD_WAR_AIR_MUSEUM&USESKIN=MUSEUM,201312,4,292364,292364,-96.95869,32.91206,5,1,7750 N MACARTHUR BLVD,IRVING,TX,75063,
8404800312,General Museums,image/jpg,demo_001.jpg,,COLEMAN MUSEUM,,,COLEMAN MUSEUM,400 W COLLEGE AVE,,COLEMAN,TX,76834,76834,,,,,3256252000,HTTP://WWW.COLEMANTEXAS.ORG,,,,,-99.4264,31.82928,5,3,400 W COLLEGE AVE,COLEMAN,TX,76834,
8404800721,Historical Societies,image/jpg,demo_001.jpg,2011,COLISEUM,A82,,FRIENDS OF THE COLISEUM,402 SOUTH SHORELINE BOULEVARD,402 SOUTH SHORELINE BOULEVARD,CORPUS CHRISTI,TX,78463-1300,78463,CRP CHRISTI,TX,78463-1300,78463,5124720102,,201212,0,0,0,-97.39858,27.77468,5,1,402 SOUTH SHORELINE BOULEVARD,CRP CHRISTI,TX,78463,
8404801726,Historical Societies,image/jpg,demo_001.jpg,1998,COLLIN COUNTY HISTORIC PRESERVATION GROUP,A80,,COLLIN COUNTY HISTORIC PRESERVATION GROUP INC,PO BOX 388,,MCKINNEY,TX,75070-8137,75070,,,,,,,201212,0,0,0,-96.7173,33.17688,5,1,PO BOX 388,MCKINNEY,TX,75070,
8404800296,Historical Societies,image/jpg,demo_001.jpg,1984,COLLIN COUNTY HISTORICAL SOCIETY,,,COLLIN COUNTY HISTORICAL SOC,300 EAST VIRGINIA STREET,300 EAST VIRGINIA STREET,MCKINNEY,TX,75069,75069,MCKINNEY,TX,75069,75069,9725429457,HTTP://COLLINCOUNTYHISTORICALSOCIETY.ORG/,201312,3,97491,,-96.61232,33.19789,5,1,300 EAST VIRGINIA STREET,MCKINNEY,TX,75069,
8404800314,Historical Societies,image/jpg,demo_001.jpg,1972,COLLINGSWORTH COUNTY HISTORICAL MUSEUM,,712110,COLLINGSWORTH COUNTY MUSEUM WELLINGTON TEXAS,824 EAST AVE,824 EAST AVE,WELLINGTON,TX,79095,79095,WELLINGTON,TX,79095,79095,8064475327,,201412,0,0,0,-100.21294,34.85526,5,4,824 EAST AVE,WELLINGTON,TX,79095,
8404800571,General Museums,image/jpg,demo_001.jpg,1972,COLLINGSWORTH COUNTY MUSEUM WELLINGTON TEXAS,,712110,COLLINGSWORTH COUNTY MUSEUM WELLINGTON TEXAS,824 EAST AVE,824 EAST AVE,WELLINGTON,TX,79095,79095,WELLINGTON,TX,79095,79095,8064475327,,201412,0,0,0,-100.21294,34.85526,5,4,824 EAST AVE,WELLINGTON,TX,79095,
8404801912,Historical Societies,image/jpg,demo_001.jpg,1991,COLUMBIA HISTORICAL MUSEUM ASSOCIATION,A50,712110,COLUMBIA HISTORICAL MUSEUM ASSOCIATION INC,247 EAST BRAZOS AVENUE,247 EAST BRAZOS AVENUE,WEST COLUMBIA,TX,77486,77486,WEST COLUMBIA,TX,77486,77486,9793456125,,201312,0,0,0,-95.64598,29.1438,5,3,247 EAST BRAZOS AVENUE,WEST COLUMBIA,TX,77486,
8404800541,History Museums,image/jpg,demo_001.jpg,2008,COLUMBIA MEMORIAL MUSEUM,A54,712110,COLUMBIA MEMORIAL MUSEUM,375 SABINE ST6,375 SABINE ST6,NACOGDOCHES,TX,75963-5007,75963,HEMPHILL,TX,75963-5007,75963,4097874827,HTTP://WWW.NASACOLUMBIAMUSEUM.COM/,201412,0,0,0,-93.84656,31.33933,5,4,375 SABINE ST6,HEMPHILL,TX,75963,
8404801058,Historical Societies,image/jpg,demo_001.jpg,1968,COLUMBUS HISTORICAL PRESERVATION TRUST,Z99,,COLUMBUS HISTORICAL PRESERVATION TRUST,425 SPRING STREET,425 SPRING STREET,COLUMBUS,TX,78934,78934,COLUMBUS,TX,78934,78934,9797325135,HTTP://WWW.CHPT-INC.ORG/,201312,4,248233,247637,-96.53956,29.70537,5,3,425 SPRING STREET,COLUMBUS,TX,78934,
8404800583,Historical Societies,image/jpg,demo_001.jpg,1973,COMANCHE COUNTY HISTORICAL SOCIETY & MUSEUM,A50,712110,COMANCHE COUNTY HISTORICAL SOCIETY & MUSEUM,402 MOORMAN,402 MOORMAN,COMANCHE,TX,76442,76442,COMANCHE,TX,76442,76442,3253565115,HTTP://TEXASFORTSTRAIL.COM/PLAN-YOUR-ADVENTURE/HISTORIC-SITES-AND-CITIES/SITES/COMANCHE-COUNTY-HISTORICAL-MUSEUM,201312,0,0,0,-98.60557,31.90798,5,3,402 MOORMAN,COMANCHE,TX,76442,
8404800339,General Museums,image/jpg,demo_001.jpg,,COMMEMORATIVE AIRFORCE 3RD CST,,,COMMEMORATIVE AIRFORCE 3RD CST,1309 AIRPORT RD,,ALICE,TX,78332,78332,,,,,3616610321,,,,,,-98.03427,27.73946,5,4,1309 AIRPORT RD,ALICE,TX,78332,
8404800546,Historical Societies,image/jpg,demo_001.jpg,2009,CONCHO COWBOY COMPANY,A80,712120,THE CONCHO COWBOY CO,32 WEST 32ND STREET,,SAN ANGELO,TX,76903-2314,76903,,,,,,HTTP://WWW.CONCHOCOWBOYCO.ORG,201412,0,0,0,-100.45692,31.49261,5,1,32 W 32ND ST,SAN ANGELO,TX,76903,
8404801313,Historical Societies,image/jpg,demo_001.jpg,2000,CONCORDIA HERITAGE ASSOCIATION,A80,712120,CONCORDIA HERITAGE ASSOCIATION INC,3700 E YANDELL DR,3700 E YANDELL DR,EL PASO,TX,79923-3153,79923,EL PASO,TX,79923-3153,79923,9158428200,HTTP://WWW.CONCORDIACEMETERY.ORG,201312,3,63634,59578,-106.45976,31.78179,5,1,3700 E YANDELL DR,EL PASO,TX,79923,
8404800304,General Museums,image/jpg,demo_001.jpg,,CONFEDERATE AIR FORCE-RGV WING,,,CONFEDERATE AIR FORCE-RGV WING,955 S MINNESOTA AVE,,BROWNSVILLE,TX,78521,78521,,,,,9565418585,HTTP://RGVWINGCAF.COM/,,,,,-97.43258,25.90504,5,1,955 S MINNESOTA AVE,BROWNSVILLE,TX,78521,
8409501391,General Museums,image/jpg,demo_001.jpg,,CONFEDERATE RESEARCH CENTER AND MUSEUM,,,CONFEDERATE RESEARCH CENTER AND MUSEUM,112 LAMAR DRIVE,,HILLSBORO,TX,76645,76645,,,,,2546597500,HTTP://HILLCOLLEGE.EDU,,,,,-97.0878,32.00975,5,3,112 LAMAR DRIVE,HILLSBORO,TX,76645,
8404801335,History Museums,image/jpg,demo_001.jpg,,CONFEDERATE REUNION GROUNDS STATE HISTORIC SITE,A80,,CONFEDERATE REUNION GROUNDS STATE HISTORIC SITE,FARM TO MARKET 1633,FARM TO MARKET 1633,MEXIA,TX,76667,76667,MEXIA,TX,76667,76667,2544720959,HTTP://WWW.VISITCONFEDERATEREUNIONGROUNDS.COM/INDEX.ASPX?PAGE=4,,,,,-96.48098,31.67853,5,3,FARM TO MARKET 1633,MEXIA,TX,76667,
8404801544,Historical Societies,image/jpg,demo_001.jpg,1984,CONRAD N. HILTON MEMORIAL PARK AND COMMUNITY C,A82,624190,CONRAD N HILTON MEMORIAL PARK & COMMUNITY CENTER,116 WEST 6TH STREET,116 WEST 6TH STREET,CISCO,TX,76437,76437,CISCO,TX,76437,76437,,,201312,4,142935,,-98.98125,32.38941,5,3,116 WEST 6TH STREET,CISCO,TX,76437,
8404801857,Historical Societies,image/jpg,demo_001.jpg,1967,COOKE COUNTY HERITAGE SOCIETY,A80,,COOKE COUNTY HERITAGE SOCIETY INC,210 SOUTH DIXON,210 SOUTH DIXON,GAINESVILLE,TX,76241-0150,76241,GAINESVILLE,TX,76241-0150,76241,9406688900,,201409,4,112014,109051,-97.14524,33.62292,5,3,210 SOUTH DIXON,GAINESVILLE,TX,76241,
8404800330,General Museums,image/jpg,demo_001.jpg,,CORMIER PAUL MUSEUM,,,CORMIER PAUL MUSEUM,9908 FM 105,,ORANGE,TX,77630,77630,,,,,4097357300,HTTPS://WWW.FACEBOOK.COM/ORANGEFIELDCORMIERMUSEUM,,,,,-93.90115,30.07249,5,4,9908 FM 105,ORANGE,TX,77630,
8404801022,Historical Societies,image/jpg,demo_001.jpg,1965,CORPUS CHRISTI AREA HERITAGE SOCIETY,A82,,CORPUS CHRISTI AREA HERITAGE SOCIETY,411 UPPER BROADWAY,411 UPPER BROADWAY,CORPUS CHRISTI,TX,78403-2532,78403,CORPUS CHRISTI,TX,78403-2532,78403,3618828691,HTTP://WWW.CCAHS.COM/,201404,4,413459,350500,-97.3965,27.79387,5,1,411 UPPER BROADWAY,CORPUS CHRISTI,TX,78403,
8404800593,History Museums,image/jpg,demo_001.jpg,1974,CORPUS CHRISTI MUSEUM OF SCIENCE & HISTORY,A11,712110,FRIENDS OF THE CORPUS CHRISTI MUSEUM OF SCIENCE AND HISTORY,1900 N CHAPARRAL ST,,CORPUS CHRISTI,TX,78401-1114,78401,,,,,3618264667,HTTPS://WWW.CCMUSEUM.COM/,201307,4,274055,274055,-97.39576,27.80951,5,1,1900 N CHAPARRAL ST,CORP CHRISTI,TX,78401,
8404800380,General Museums,image/jpg,demo_001.jpg,,CORPUS CHRISTI OLD CAR MUSEUM,,,C C OLD CAR MUSEUM,320 S CHAPARRAL ST,,CORPUS CHRISTI,TX,78401,78401,,,,,3618885952,,,,,,-97.39564,27.79056,5,1,320 S CHAPARRAL ST,CORPUS CHRISTI,TX,78401,
8404801275,Historical Societies,image/jpg,demo_001.jpg,2012,CORYELL COUNTY GENEALOGICAL SOCIETY,A80,611699,CORYELL COUNTY GENEALOGICAL SOCIETY INC,111 N 8TH STREET,,GATESVILLE,TX,76528-1461,76528,,,,,,,201412,0,0,0,-97.74859,31.43504,5,3,111 N 8TH ST,GATESVILLE,TX,76528,
8404801048,History Museums,image/jpg,demo_001.jpg,1981,CORYELL COUNTY MUSEUM FOUNDATION,A54,712110,CORYELL COUNTY MUSEUM FOUNDATION INC,718 MAIN STREET,718 MAIN STREET,GATESVILLE,TX,76528-0024,76528,GATESVILLE,TX,76528-0024,76528,2548655007,HTTP://WWW.CORYELLMUSEUM.ORG/,201312,3,48643,42695,-97.74869,31.43485,5,3,718 MAIN STREET,GATESVILLE,TX,76528,
8404800278,Historical Societies,image/jpg,demo_001.jpg,1981,CORYELL MUSEUM HISTORICAL CENTER,A54,712110,CORYELL COUNTY MUSEUM FOUNDATION INC,718 E MAIN ST,,GATESVILLE,TX,76528,76528,,,,,2548655007,,201312,3,48643,42695,-97.73951,31.42231,5,4,PO BOX 24,GATESVILLE,TX,76528,
8404801665,Historical Societies,image/jpg,demo_001.jpg,1995,COTTON BELT DEPOT MUSEUM,A80,,COTTON BELT RAIL HISTORICAL SOCIETY INC TYLER TAP CHAPTER,210 EAST OAKWOOD STREET,210 EAST OAKWOOD STREET,TYLER,TX,75711-6326,75711,TYLER,TX,75711-6326,75711,9035957232,HTTP://WWW.COTTONBELTDEPOTMUSEUM.COM/,201312,0,0,0,-95.29943,32.35463,5,1,210 EAST OAKWOOD STREET,TYLER,TX,75711,
8404800291,General Museums,image/jpg,demo_001.jpg,,COUNTRY LIFE MUSEUM,,,COUNTRY LIFE MUSEUM,101 THE GROVE LN,101 THE GROVE LN,GATESVILLE,TX,76528,76528,GATESVILLE,TX,76528,76528,2549863437,,,,,,-97.52287,31.27307,5,4,101 THE GROVE LN,GATESVILLE,TX,76528,
8404800315,General Museums,image/jpg,demo_001.jpg,,COURTHOUSE COLLECTION,,,COURTHOUSE COLLECTION,111 W HICKORY STREET,111 WEST HICKORY STREET,DENTON,TX,76201,76201,DENTON,TX,76201,76201,9403811956,HTTP://WWW.THECOURTHOUSECOLLECTION.COM.AU/,,,,,-97.13301,33.21425,5,1,111 WEST HICKORY STREET,DENTON,TX,76201,
8404801760,Historical Societies,image/jpg,demo_001.jpg,,COURTHOUSE PRESERVATION COUNCIL OF HARRISON COUNTY,A80,,COURTHOUSE PRESERVATION COUNCIL OF HARRISON COUNTY,PO BOX 1249,,MARSHALL,TX,75671-1249,75671,,,,,,,,,,,-94.36536,32.54149,5,3,PO BOX 1249,MARSHALL,TX,75671,
8404801787,Historical Societies,image/jpg,demo_001.jpg,2000,COWBOY HERITAGE ASSOCIATION OF FORT WORTH,B82,813410,COWBOY HERITAGE ASSOCIATION OF FORT WORTH,PO BOX 136639,PO BOX 136639,AZLE,TX,76136,76136,FORT WORTH,TX,76136,76136,8174445502,HTTP://WWW.COWBOYHERITAGE.ORG/,201312,3,80708,80708,-97.45812,32.89937,5,4,PO BOX 136639,FORT WORTH,TX,76136,
8404801759,Historical Societies,image/jpg,demo_001.jpg,2013,COWTOWN SOCIETY OF WESTERN MUSIC,A80,711130,COWTOWN SOCIETY OF WESTERN MUSIC INC,3709 EAST HIGHWAY 67,,CLEBURNE,TX,76031-8189,76031,,,,,,,201312,0,0,0,-97.30928,32.39315,5,3,3709 E HIGHWAY 67,CLEBURNE,TX,76031,
8404801251,Historical Societies,image/jpg,demo_001.jpg,1999,CRAWFORD FAMILY HISTORICAL MUSEUM,A80,712110,CRAWFORD FAMILY HISTORICAL MUSEUM,1701 N STATE HIGHWAY 123,1701 TEXAS 123,SAN MARCOS,TX,78666-9488,78666,SAN MARCOS,TX,78666-9488,78666,5123967586,HTTP://WWW.CRAWFORDMUSEUM.COM,201312,3,91404,70999,-97.95151,29.88233,5,1,1701 TEXAS 123,SAN MARCOS,TX,78666,
8404802001,Historical Societies,image/jpg,demo_001.jpg,2003,CRAWFORD HISTORICAL SOCIETY,A56,,CRAWFORD HISTORICAL SOCIETY INC,PO BOX 425,,CRAWFORD,TX,76638,76638,,,,,,,201412,0,0,0,-97.40644,31.55886,5,4,PO BOX 425,CRAWFORD,TX,76638,
8404801555,General Museums,image/jpg,demo_001.jpg,,CREATION EVIDENCE MUSEUM,A50,,CREATION EVIDENCE MUSEUM,3102 FARM TO MARKET 205,3102 FARM TO MARKET 205,GLEN ROSE,TX,76043-0309,76043,GLEN ROSE,TX,76043-0309,76043,2548973200,HTTP://WWW.CREATIONEVIDENCE.ORG/,,,,,-97.76232,32.22905,5,4,3102 FARM TO MARKET 205,GLEN ROSE,TX,76043,
8404800322,History Museums,image/jpg,demo_001.jpg,1997,CROCKETT COUNTY MUSEUM,A54,712110,CROCKETT COUNTY HISTORICAL SCIENTIFIC AND MUSEUM SOCIETY,408 11TH S,408 11TH S,OZONA,TX,76943,76943,OZONA,TX,76943,76943,3253922837,HTTP://CROCKETTCOUNTYMUSEUM.COM/,201312,4,135279,129419,-101.4408,30.32098,5,4,408 11TH S,OZONA,TX,76943,
8404801704,General Museums,image/jpg,demo_001.jpg,,CROONERS HALL OF FAME MUS,,,CROONERS HALL OF FAME MUS,8235 DOUGLAS AVE STE 33,,DALLAS,TX,75225-6015,75225,,,,,9725190355,,,,,,-96.80874,32.86274,5,1,8235 DOUGLAS AVE STE 33,DALLAS,TX,75225,
8404800680,Historical Societies,image/jpg,demo_001.jpg,2009,CROSBY HISTORICAL SOCIETY,A80,,CROSBY HISTORICAL SOCIETY,1746 CLOISTER NUMBER 12,,CROSBY,TX,77532,77532,,,,,,,201412,0,0,0,-95.09895,29.9139,5,2,1746 CLOISTER DR APT 12,CROSBY,TX,77532,
8404801088,Historical Societies,image/jpg,demo_001.jpg,1980,CULBERSON COUNTY HISTORICAL MUSEUM ASSOCIATION,A50,712110,CULBERSON COUNTY HISTORICAL MUSEUM ASSOCIATION,112 W BROADWAY ST,112 W BROADWAY ST,VAN HORN,TX,79855-0231,79855,VAN HORN,TX,79855-0231,79855,4322838028,,201212,0,0,0,-104.21,31.06,5,4,112 W BROADWAY ST,VAN HORN,TX,79855,
8404801362,Historical Societies,image/jpg,demo_001.jpg,2009,CYPRESS HISTORICAL SOCIETY,A80,,CYPRESS HISTORICAL SOCIETY,26026 HWY 290,26026 HWY 290,CYPRESS,TX,77410-2963,77410,CYPRESS,TX,77410-2963,77410,2817580083,,201412,0,0,0,-95.69847,29.97002,5,1,26026 HWY 290,CYPRESS,TX,77410,
8404800334,History Museums,image/jpg,demo_001.jpg,2000,CZECH HERITAGE AND HISTORY MUSEUM,A50,712110,THE CZECH HERITAGE MUSEUM AND GENEALOGY CENTER,119 WEST FRENCH AVE,119 WEST FRENCH AVE,TEMPLE,TX,76501,76501,TEMPLE,TX,76501,76501,2548992935,HTTP://WWW.CZECHMUSEUM.ORG/,201312,4,128445,126114,-97.34017,31.10255,5,1,119 WEST FRENCH AVE,TEMPLE,TX,76501,
8404801320,General Museums,image/jpg,demo_001.jpg,2000,CZECH HERITAGE MUSEUM AND GENEALOGY CENTER,A50,712110,THE CZECH HERITAGE MUSEUM AND GENEALOGY CENTER,4710 FM 1331,,TAYLOR,TX,76574-2164,76574,,,,,,HTTP://WWW.CZECHMUSEUM.ORG,201312,4,128445,126114,-97.36422,30.66406,5,4,4710 FM 1331,TAYLOR,TX,76574,
